Date (GMT+1),Non-Renewable,Renewable,Day Ahead Auction (DE-LU)
,Power (MW),Power (MW),"Price (EUR/MWh, EUR/tCO2)"
2025-02-25T23:00+01:00,,,115.13
2025-02-26T00:00+01:00,,,
2025-02-26T01:00+01:00,,,
2025-02-26T02:00+01:00,,,
2025-02-26T03:00+01:00,,,
2025-02-26T04:00+01:00,,,
2025-02-26T05:00+01:00,,,
2025-02-26T06:00+01:00,,,
2025-02-26T07:00+01:00,,,
2025-02-26T08:00+01:00,,,
2025-02-26T09:00+01:00,,,
2025-02-26T10:00+01:00,,,
2025-02-26T11:00+01:00,,,
2025-02-26T12:00+01:00,,,
2025-02-26T13:00+01:00,,,
2025-02-26T14:00+01:00,,,
2025-02-26T15:00+01:00,,,
2025-02-26T16:00+01:00,,,
2025-02-26T17:00+01:00,,,
2025-02-26T18:00+01:00,,,
2025-02-26T19:00+01:00,,,
2025-02-26T20:00+01:00,,,
2025-02-26T21:00+01:00,,,
2025-02-26T22:00+01:00,,,
2025-02-26T23:00+01:00,,,
